rok	comk	-
abrb	rok	-
abrb	sigh	-
abrb	comk	-
siga	resd	+
siga	abrb	+
siga	sigd	+
siga	sigh	+
siga	med	+
siga	sinr	+
siga	comk	+
siga	phop	+
siga	spo0a	+
sigd	siga	+
sigg	spovt	+
sigh	spo0a	+
med	comk	+
sinr	rok	-
phop	resd	-
spovt	sigg	-
comk	rok	-
resd	phop	+
spo0a	abrb	-
