Deaf1 Sry-beta
Deaf1 Su(var)2-10
Deaf1 CG17328
Deaf1 CG17912
Deaf1 Bap170
Deaf1 hang
Deaf1 CG10543
Deaf1 NFAT
Deaf1 BEAF-32
Deaf1 CG1647
Deaf1 CG10267
ci HLHm7
Doc3 Dfd
Doc3 danr
Doc3 eve
Doc3 HLHm5
Doc3 sna
Doc3 pdm2
Doc3 SoxN
Doc3 kni
Doc3 ems
Doc3 opa
Doc3 Doc1
Doc3 Doc2
Doc3 gsb
Doc3 Kr
Doc3 slp2
Doc3 retn
Doc3 slp1
Doc3 en
Doc3 croc
Doc3 tin
Doc3 Gsc
Doc3 odd
Doc3 run
Doc3 dan
Doc3 D
Doc3 btd
Doc3 twi
knrl croc
knrl gsb-n
knrl odd
knrl oc
knrl D
knrl abd-A
knrl kni
CG16863 CG14860
CG16863 CG4707
CG16863 CG11696
CG16863 CG6654
CG16863 CG5245
CG16863 Lhr
CG2678 CG4854
CG2678 CG7839
CG2678 CG9418
CG2678 CG17802
HmgD CG1529
HmgD CG11560
HmgD CG10904
HmgD Adf1
HmgD tgo
HmgD CG8478
HmgD CG4936
HmgD Myb
HmgD CG7372
HmgD CG4820
HmgD CG15436
HmgD Dp
HmgD Su(var)3-7
HmgD CG3065
HmgD CG6854
HmgD Dsp1
HmgD CG9797
HmgD CG9705
HmgD pfk
HmgD CG17153
HmgD CG12155
HmgD CG12659
HmgD zf30C
HmgD Su(var)2-10
HmgD BEAF-32
HmgD CG17612
HmgD D1
HmgD CG10431
HmgD CG8924
HmgD CG15514
HmgD pzg
HmgD brat
HmgD CG12744
HmgD CG8944
HmgD CG17912
HmgD exd
HmgD Lhr
HmgD CG17328
HmgD Nf-YB
HmgD CG8359
HmgD CG17359
HmgD Mes2
HmgD CG14710
HmgD Chrac-16
CG4707 CG16863
CG4707 CG9437
CG4707 E(var)3-9
CG4707 CG6791
CG4707 phol
CG4707 CG3065
CG4707 CG9215
CG4707 CG5245
CG4707 Ravus
CG4707 Myb
CG4707 E(z)
CG4707 Lhr
CG4707 pita
CG4707 CG30020
CG4707 E(bx)
CG4707 CG6654
CG4707 CG31365
CG4707 Ada2b
CG4707 CG6689
CG4707 MBD-R2
CG4707 trem
CG4707 CG8944
CG4707 CG31224
CG4707 z
CG4707 CG11723
CG4707 CG6808
CG4707 CG9305
CG4707 E2f2
CG4707 CG4360
CG4707 CG10366
CG4707 CG2199
CG4707 her
CG4707 CG8924
CG4707 CG15514
CG4707 ash1
CG4707 CG5591
CG4707 CTCF
CG4707 CG18476
CG4707 Dref
CG4707 CG15601
CG4707 CG11696
CG4707 wek
CG4707 CG33213
CG4707 CG1792
CG4707 CG12942
CG4707 tgo
CG4707 Adf1
CG4707 CG14711
pnr ush
pnr MTA1-like
pnr aop
pnr l(3)neo38
pnr tin
pnr Adf1
pnr her
pnr tgo
pnr Doc3
pnr Dsp1
pnr en
pnr srp
pnr CG11152
pnr Myb
CG6254 row
CG6254 CG17359
CG6254 Su(var)2-HP2
CG6254 crp
CG6254 chif
CG6254 su(Hw)
CG6254 CG12391
CG6254 CG6683
CG6254 Adf1
CG6254 wek
CG6254 wdn
CG6254 z
CG6254 CG4424
CG6254 CG17385
CG6254 CG10274
CG6254 CG8478
CG6254 CG14965
CG6254 CG1024
CG6254 CG6791
CG6254 CG12299
CG6254 CG1603
CG6254 E(var)3-9
CG6254 mxc
CG6254 CG6905
CG6254 Su(var)3-7
CG6254 Hmr
CG6254 Stat92E
CG6254 CG9883
CG6254 CG6654
CG6254 Dip2
CG6254 Ada2b
CG6254 CG31365
CG6254 CG7928
CG6254 trem
CG6254 CG8944
CG6254 CG17361
CG6254 mod(mdg4)
CG6254 zf30C
CG6254 MTA1-like
CG6254 CG17153
CG6254 CG17612
CG6254 D1
CG6254 CG17568
CG6254 Meics
CG6254 polybromo
CG6254 CG2199
CG6254 CG9797
CG6254 CG30020
CG6254 CG15514
CG6254 ash1
CG6254 CG2116
CG6254 Dp
CG6254 stwl
CG6254 CG4730
CG6254 CG17912
CG6254 exd
CG6254 CG3281
CG6254 CG34406
CG6254 tgo
CG6254 CG11906
CG6254 Nf-YA
CG6254 Chrac-16
CG17385 chif
CG17385 Nf-YC
CG17385 woc
CG17385 CG10274
CG17385 tgo
CG17385 CG17186
CG17385 CG8478
CG17385 CG9705
CG17385 E(z)
CG17385 CG7357
CG17385 CG1845
CG17385 dalao
CG17385 CG1529
CG17385 MBD-R2
CG17385 CG7928
CG17385 row
CG17385 CG8944
CG17385 CG17361
CG17385 mod(mdg4)
CG17385 Su(H)
CG17385 CG10904
CG17385 CG8290
CG17385 Meics
CG17385 polybromo
CG17385 Taf1
CG17385 CG8924
CG17385 trem
CG17385 pfk
CG17385 Myb
CG17385 CG3407
CG17385 Dp
CG17385 CG4854
CG17385 CG12942
CG17385 Su(var)2-HP2
CG17385 CG17806
CG17385 E(var)3-9
CG17385 Bap170
CG17385 su(Hw)
CG17385 CG12391
CG17385 phol
CG17385 CG3065
CG17385 Adf1
CG17385 Jarid2
CG17385 CG6254
CG17385 CG6791
CG17385 CG1603
CG17385 YL-1
CG17385 CG2875
CG17385 CG15436
CG17385 Su(var)3-7
CG17385 CG6654
CG17385 CG31365
CG17385 Ada2b
CG17385 D1
CG17385 osa
CG17385 CG4282
CG17385 CG11560
CG17385 CG17568
CG17385 E2f2
CG17385 CG4360
CG17385 CG30020
CG17385 ash1
CG17385 BEAF-32
CG17385 CG1602
CG17385 pita
CG17385 CG17328
CG17385 grau
CG17385 CG8359
CG17385 CG11906
CG17385 CG17802
CG17385 Nf-YA
CG17385 CG9215
CG17385 CG12219
CG17385 CG9797
CG17385 CG17829
CG17385 CG18764
CG17385 CG11504
CG17385 p53
CG17385 crp
CG17385 cg
CG17385 CG32767
CG17385 CG10565
CG17385 CG6905
CG17385 E(bx)
CG17385 pho
CG17385 E2f
CG17385 CG14710
CG17385 CG3995
CG17385 Ssrp
CG17385 lola
CG17385 MTA1-like
CG17385 CG17612
CG17385 fs(1)h
CG17385 Dek
CG17385 CG3847
CG17385 psq
CG17385 CG2116
CG17385 CG5245
CG17385 Dref
CG17385 wek
CG17385 CG5669
CG17385 CG17153
CG17385 CG11696
CG17385 CG11723
CG17385 CG17359
CG17385 CG17912
CG17385 CG1832
CG17385 Smr
CG17385 Su(var)2-10
CG17385 CG11970
CG17385 wdn
CG17385 CG4424
CG17385 CG14965
CG17385 CG1024
CG17385 lid
CG17385 mxc
