wtm2	stp4	
wtm2	usv1	
wtm2	cdc14	
wtm2	stb1	
wtm2	dat1	
wtm2	tos4	
wtm2	yox1	
wtm1	spt23	
wtm1	rlm1	
wtm1	srb8	
wtm1	kar4	
hpc2	hir2	
hpc2	hir1	
hpc2	hir3	
tbf1	hcm1	
tbf1	skn7	
tbf1	arg80	
tbf1	rgt1	
tbf1	fzf1	
tbf1	tbs1	
tbf1	nrg1	
tbf1	tye7	
tbf1	rph1	
tbf1	mcm1	
tbf1	uga3	
tbf1	cup9	
tbf1	hot1	
tbf1	hap4	
tbf1	cin5	
tbf1	rpi1	
tbf1	msn4	
tbf1	hac1	
tbf1	asg1	
tbf1	mth1	
tbf1	gsm1	
tbf1	put3	
tbf1	gal11	
tbf1	pdr1	
tbf1	tup1	
tbf1	ace2	
tbf1	mga2	
tbf1	yap5	
tbf1	yap1	
tbf1	fkh1	
ric1	hfi1	
ric1	wtm2	
ric1	hms2	
ric1	cup2	
ric1	hot1	
ric1	ynr063w	
ric1	msn1	
ric1	mac1	
ric1	ifh1	
ric1	tis11	
ric1	cse2	
ric1	cin5	
ric1	sut2	
ric1	mga2	
dot6	wtm2	
dot6	arg80	
dot6	upc2	
dot6	pho23	
dot6	dig1	
dot6	yap1	
dot6	stb1	
dot6	sut2	
dot6	hmo1	
dot6	arr1	
dot5	yox1	
dot5	snf2	
dot5	mot3	
sef1	sum1	
sef1	gcr1	
sef1	isw2	
sef1	msn2	
sef1	spt20	
sef1	oaf3	
sef1	hst1	
mga2	swi5	
mga2	sut2	
mga2	rpi1	
mga2	nrg2	
mga2	tye7	
mga2	hal9	
mga2	ecm22	
mga2	wtm2	
mga2	rim101	
mga2	hms2	
mga2	cup2	
mga2	mac1	
mga2	hac1	
mga2	gis1	
mga2	gln3	
mga2	tis11	
mga2	cse2	
mga2	otu1	
mga2	imp2'	
mga2	hir2	
mga2	xbp1	
mga2	fkh2	
mga1	gcn4	
mga1	sok2	
mga1	pop2	
mga1	cdc14	
mga1	hap3	
mga1	sip4	
mga1	nrg2	
mga1	tye7	
mga1	yhp1	
mga1	bas1	
mga1	hms1	
mga1	sko1	
mga1	dig1	
mga1	cup9	
mga1	rtt107	
mga1	kar4	
mga1	rpi1	
mga1	msn4	
mga1	phd1	
mga1	mth1	
mga1	abf1	
mga1	stb1	
mga1	stb6	
mga1	rpd3	
mga1	cin5	
mga1	ime1	
mga1	sef1	
mga1	rgm1	
mga1	stp4	
mga1	rsf2	
mga1	pdr3	
mga1	aca1	
mga1	ume6	
mga1	dal82	
mga1	hir2	
mga1	rme1	
mga1	yap6	
mga1	mss11	
mga1	hap4	
mga1	xbp1	
mga1	ste12	
mga1	tos8	
ykl222c	rtt107	
ykl222c	pgd1	
sps18	spt2	
sps18	ndd1	
sps18	eds1	
sps18	jhd1	
sps18	sif2	
sps18	gts1	
sps18	pop2	
sps18	dat1	
sps18	ume6	
sps18	wtm1	
sps18	hot1	
sps18	cat8	
sps18	kar4	
sps18	tos4	
sps18	cin5	
met28	imp2'	
met28	phd1	
met28	arg81	
met28	tos4	
met28	ifh1	
met28	yap5	
met28	srb8	
met28	mbf1	
